
Path                                                                                                               Line
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                         787
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                         812
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                         831
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                         845
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                         851
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                         943
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                         963
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                         996
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                        1013
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                        1027
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                        1066
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                        1715
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                        2063
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                        2070
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                        2077
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                        2116
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                        2200
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                        3523
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                        3569
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                        3622
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                        3675
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\auth-js\src\GoTrueClient.ts                        3710
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\main\FunctionsClient.d.ts           3
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\main\FunctionsClient.d.ts          15
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\main\FunctionsClient.d.ts          17
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\main\types.d.ts                    17
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\main\types.d.ts                    21
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\main\types.d.ts                    37
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\main\types.d.ts                    46
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\main\types.d.ts                    50
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\main\types.d.ts                    63
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\module\FunctionsClient.d.ts         3
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\module\FunctionsClient.d.ts        15
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\module\FunctionsClient.d.ts        17
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\module\types.d.ts                  17
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\module\types.d.ts                  21
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\module\types.d.ts                  37
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\module\types.d.ts                  46
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\module\types.d.ts                  50
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\dist\module\types.d.ts                  63
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\src\edge-runtime.d.ts                  137
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\src\edge-runtime.d.ts                  144
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\src\FunctionsClient.ts                  13
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\src\FunctionsClient.ts                  26
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\src\FunctionsClient.ts                  28
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\src\types.ts                            19
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\src\types.ts                            23
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\src\types.ts                            44
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\src\types.ts                            56
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\src\types.ts                            60
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\functions-js\src\types.ts                            76
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\select-query-parser\utils.ts        23
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\types\common\common.ts               1
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\types\types.ts                       9
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\index.ts                            32
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestBuilder.ts                 37
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestBuilder.ts                 40
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestBuilder.ts                 78
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestBuilder.ts                123
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestBuilder.ts                160
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestBuilder.ts                187
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestBuilder.ts                195
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestBuilder.ts                326
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestBuilder.ts                332
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestClient.ts                  10
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestClient.ts                  19
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestClient.ts                  24
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestClient.ts                  26
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestClient.ts                  29
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestClient.ts                  32
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestClient.ts                  34
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestClient.ts                  56
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestClient.ts                  58
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestClient.ts                 157
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestClient.ts                 161
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestClient.ts                 203
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestError.ts                   14
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestQueryBuilder.ts            30
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestQueryBuilder.ts            33
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestQueryBuilder.ts           332
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestQueryBuilder.ts           348
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestTransformBuilder.ts       228
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\postgrest-js\src\PostgrestTransformBuilder.ts       259
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\main\lib\transformers.d.ts         101
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\main\lib\websocket-factory.d.ts     55
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\main\lib\websocket-factory.d.ts     64
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\main\RealtimeChannel.d.ts          173
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\main\RealtimeChannel.d.ts          175
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\main\RealtimeChannel.d.ts          242
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\main\RealtimeClient.d.ts           123
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\main\RealtimeClient.d.ts           127
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\main\RealtimeClient.d.ts           129
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\module\lib\transformers.d.ts       101
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\module\lib\websocket-factory.d.ts   55
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\module\lib\websocket-factory.d.ts   64
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\module\RealtimeChannel.d.ts        173
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\module\RealtimeChannel.d.ts        175
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\module\RealtimeChannel.d.ts        242
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\module\RealtimeClient.d.ts         123
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\module\RealtimeClient.d.ts         127
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\dist\module\RealtimeClient.d.ts         129
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\src\lib\transformers.ts                 239
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\src\lib\websocket-factory.ts            144
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\src\lib\websocket-factory.ts            164
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\src\RealtimeChannel.ts                  192
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\src\RealtimeChannel.ts                  194
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\src\RealtimeChannel.ts                  460
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\src\RealtimeClient.ts                   167
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\src\RealtimeClient.ts                   171
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\src\RealtimeClient.ts                   173
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\realtime-js\src\RealtimeClient.ts                   212
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\utils\base64url.d.ts                    3
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\utils\helpers.d.ts                      5
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\utils\helpers.d.ts                     11
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createBrowserClient.d.ts                1
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createBrowserClient.d.ts                4
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createBrowserClient.d.ts               16
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createBrowserClient.d.ts               17
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createBrowserClient.d.ts               20
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createBrowserClient.d.ts               25
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createBrowserClient.d.ts               31
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createBrowserClient.d.ts               36
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                 1
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                 8
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                12
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                14
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                26
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                44
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                58
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                60
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                64
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                65
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                67
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                70
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                71
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                74
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\main\createServerClient.d.ts                78
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\utils\base64url.d.ts                  3
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\utils\helpers.d.ts                    5
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\utils\helpers.d.ts                   11
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createBrowserClient.d.ts              1
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createBrowserClient.d.ts              4
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createBrowserClient.d.ts             16
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createBrowserClient.d.ts             17
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createBrowserClient.d.ts             20
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createBrowserClient.d.ts             25
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createBrowserClient.d.ts             31
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createBrowserClient.d.ts             36
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts               1
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts               8
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts              12
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts              14
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts              26
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts              44
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts              58
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts              60
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts              64
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts              65
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts              67
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts              70
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts              71
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts              74
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\dist\module\createServerClient.d.ts              78
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\utils\base64url.test.ts                      17
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\utils\base64url.ts                            3
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\utils\helpers.ts                              6
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\utils\helpers.ts                             13
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\cookies.ts                                  106
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\cookies.ts                                  111
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\cookies.ts                                  122
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\cookies.ts                                  127
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\cookies.ts                                  133
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\cookies.ts                                  157
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\cookies.ts                                  168
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\cookies.ts                                  306
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                        3
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                        4
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                        5
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       18
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       21
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       33
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       34
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       40
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       42
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       45
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       47
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       48
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       49
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       55
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       65
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       67
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       70
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       72
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       73
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       74
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       80
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       85
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       87
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       90
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       92
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       93
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                       94
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                      100
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                      110
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                      112
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                      124
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createBrowserClient.ts                      131
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                         4
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                         5
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                         6
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        25
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        27
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        30
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        32
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        33
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        34
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        39
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        42
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        54
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        72
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        86
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        88
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        92
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        93
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        95
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        98
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                        99
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       105
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       107
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       110
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       112
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       113
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       114
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       119
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       124
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       126
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       129
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       131
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       132
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       133
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       138
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       139
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       141
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       154
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\createServerClient.ts                       161
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\index.ts                                      5
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\index.ts                                      6
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\index.ts                                      7
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\index.ts                                      8
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\index.ts                                     18
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\index.ts                                     20
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\index.ts                                     23
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\index.ts                                     25
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\ssr\src\index.ts                                     28
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\storage-js\src\lib\common\helpers.ts                 74
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\storage-js\src\lib\types.ts                          84
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\storage-js\src\packages\StorageAnalyticsClient.ts    59
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\storage-js\src\packages\StorageAnalyticsClient.ts   113
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\storage-js\src\packages\StorageAnalyticsClient.ts   187
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\storage-js\src\packages\StorageAnalyticsClient.ts   229
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\storage-js\src\packages\StorageAnalyticsClient.ts   241
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\storage-js\src\packages\StorageAnalyticsClient.ts   247
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\storage-js\src\packages\StorageAnalyticsClient.ts   284
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\storage-js\src\packages\StorageAnalyticsClient.ts   299
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\storage-js\src\packages\StorageAnalyticsClient.ts   313
C:\minerva\minerva-portal\minerva-portal\node_modules\@supabase\storage-js\src\packages\StorageAnalyticsClient.ts   330
